"icd10","visit_type2","monthly_expenditure"
"L97825","Inpatient",9144.8057
"L97825","Outpatient",926.49249
"L97826","Inpatient",10077.565
"L97826","Outpatient",737.50012
"L97828","Inpatient",8195.2822
"L97828","Outpatient",545.16211
"L97829","Inpatient",7185.2344
"L97829","Outpatient",486.35034
"L97901","Inpatient",2412.7153
"L97901","Outpatient",269.8447
"L97902","Inpatient",3054.238
"L97902","Outpatient",354.3194
"L97903","Inpatient",2804.1602
"L97903","Outpatient",515.02466
"L97904","Inpatient",1081.3784
"L97904","Outpatient",351.06769
"L97905","Inpatient",NA
"L97905","Outpatient",470.4689
"L97906","Inpatient",NA
"L97906","Outpatient",328.83847
"L97908","Inpatient",4787.1953
"L97908","Outpatient",316.12402
"L97909","Inpatient",3242.4753
"L97909","Outpatient",381.75851
"L97911","Inpatient",3246.417
"L97911","Outpatient",323.81119
"L97912","Inpatient",3260.1448
"L97912","Outpatient",474.5336
"L97913","Inpatient",3690.8628
"L97913","Outpatient",634.09229
"L97914","Inpatient",1782.4178
"L97914","Outpatient",633.96185
"L97915","Inpatient",7040.501
"L97915","Outpatient",645.04431
"L97916","Inpatient",4100.8071
"L97916","Outpatient",588.23767
"L97918","Inpatient",4824.085
"L97918","Outpatient",474.22177
"L97919","Inpatient",4816.5518
"L97919","Outpatient",405.86221
"L97921","Inpatient",4292.7896
"L97921","Outpatient",346.22095
"L97922","Inpatient",3581.4526
"L97922","Outpatient",486.59274
"L97923","Inpatient",4053.7607
"L97923","Outpatient",629.40686
"L97924","Inpatient",3060.4348
"L97924","Outpatient",557.08038
"L97925","Inpatient",5027.8042
"L97925","Outpatient",770.31586
"L97926","Inpatient",8442.0186
"L97926","Outpatient",516.20795
"L97928","Inpatient",5166.9541
"L97928","Outpatient",509.89304
"L97929","Inpatient",5528.9146
"L97929","Outpatient",412.08981
"L980","Inpatient",5231.5903
"L980","Outpatient",248.49353
"L981","Inpatient",2522.8945
"L981","Outpatient",144.40749
"L982","Inpatient",9670.458
"L982","Outpatient",261.67285
"L983","Inpatient",7536.3638
"L983","Outpatient",169.79111
"L98411","Inpatient",3694.2925
"L98411","Outpatient",588.77325
"L98412","Inpatient",3335.032
"L98412","Outpatient",504.25183
"L98413","Inpatient",4567.6294
"L98413","Outpatient",544.48944
"L98414","Inpatient",6629.2422
"L98414","Outpatient",994.61316
"L98415","Inpatient",NA
"L98415","Outpatient",623.97461
"L98416","Inpatient",5250.5776
"L98416","Outpatient",356.63272
"L98418","Inpatient",3778.9644
"L98418","Outpatient",370.11096
"L98419","Inpatient",3822.9756
"L98419","Outpatient",238.86665
"L98421","Inpatient",3803.853
"L98421","Outpatient",289.8725
"L98422","Inpatient",3888.7766
"L98422","Outpatient",525.5553
"L98423","Inpatient",1996.8414
"L98423","Outpatient",562.97656
"L98424","Inpatient",1633.7308
"L98424","Outpatient",782.99689
"L98425","Inpatient",NA
"L98425","Outpatient",953.37683
"L98426","Inpatient",NA
"L98426","Outpatient",507.44897
"L98428","Inpatient",5530.7334
"L98428","Outpatient",394.36981
"L98429","Inpatient",2079.99
"L98429","Outpatient",266.08115
"L98491","Inpatient",3462.8328
"L98491","Outpatient",288.72144
"L98492","Inpatient",3109.0347
"L98492","Outpatient",520.74011
"L98493","Inpatient",4119.0283
"L98493","Outpatient",593.92566
"L98494","Inpatient",4499.9287
"L98494","Outpatient",858.18817
"L98495","Inpatient",9470.4961
"L98495","Outpatient",678.4093
"L98496","Inpatient",5759.249
"L98496","Outpatient",800.69531
"L98498","Inpatient",5485.23
"L98498","Outpatient",446.00632
"L98499","Inpatient",3036.2107
"L98499","Outpatient",259.76474
"L985","Inpatient",6837.748
"L985","Outpatient",1710.287
"L986","Inpatient",841.45178
"L986","Outpatient",267.57138
"L987","Inpatient",7620.3013
"L987","Outpatient",1082.6388
"L988","Inpatient",1531.0427
"L988","Outpatient",212.90054
"L989","Inpatient",1175.4735
"L989","Outpatient",150.57663
"L99","Inpatient",2081.1738
"L99","Outpatient",179.69415
"M0000","Inpatient",5072.9336
"M0000","Outpatient",456.69733
"M00011","Inpatient",14051.419
"M00011","Outpatient",789.75861
"M00012","Inpatient",14362.989
"M00012","Outpatient",839.30634
"M00019","Inpatient",4293.6006
"M00019","Outpatient",241.80629
"M00021","Inpatient",12172.32
"M00021","Outpatient",1101.5963
"M00022","Inpatient",12232.483
"M00022","Outpatient",829.03503
"M00029","Inpatient",NA
"M00029","Outpatient",1134.7084
"M00031","Inpatient",12403.556
"M00031","Outpatient",541.10742
"M00032","Inpatient",12403.449
"M00032","Outpatient",862.68622
"M00039","Inpatient",NA
"M00039","Outpatient",2316.1272
"M00041","Inpatient",10868.622
"M00041","Outpatient",843.07416
"M00042","Inpatient",10734.388
"M00042","Outpatient",1140.6639
"M00049","Inpatient",NA
"M00049","Outpatient",28.840094
"M00051","Inpatient",13878.975
"M00051","Outpatient",421.29608
"M00052","Inpatient",14822.934
"M00052","Outpatient",454.32922
"M00059","Inpatient",3659.9841
"M00059","Outpatient",133.25484
"M00061","Inpatient",13401.649
"M00061","Outpatient",610.17102
"M00062","Inpatient",13415.076
"M00062","Outpatient",583.92719
"M00069","Inpatient",3397.6304
"M00069","Outpatient",384.25601
"M00071","Inpatient",13448.587
"M00071","Outpatient",667.60559
"M00072","Inpatient",13089.11
"M00072","Outpatient",880.61505
"M00079","Inpatient",NA
"M00079","Outpatient",251.99152
"M0008","Inpatient",12165.226
"M0008","Outpatient",121.3819
"M0009","Inpatient",9670.5986
"M0009","Outpatient",392.97098
"M0010","Inpatient",2030.2145
"M0010","Outpatient",244.8828
"M00111","Inpatient",3868.8474
"M00111","Outpatient",355.23999
"M00112","Inpatient",NA
"M00112","Outpatient",623.57062
"M00132","Inpatient",NA
"M00132","Outpatient",156.3287
"M00142","Inpatient",NA
"M00142","Outpatient",112.63599
"M00149","Inpatient",NA
"M00149","Outpatient",20.69882
"M00151","Inpatient",NA
"M00151","Outpatient",768.72815
"M00152","Inpatient",NA
"M00152","Outpatient",109.26452
"M00159","Inpatient",NA
"M00159","Outpatient",207.0896
"M00161","Inpatient",8873.5107
"M00161","Outpatient",201.09639
"M00162","Inpatient",7468.564
"M00162","Outpatient",413.64853
"M00169","Inpatient",NA
"M00169","Outpatient",140.34358
"M00171","Inpatient",NA
"M00171","Outpatient",696.76208
"M00172","Inpatient",NA
"M00172","Outpatient",498.48819
"M0019","Inpatient",NA
"M0019","Outpatient",405.67261
"M0020","Inpatient",2972.4731
"M0020","Outpatient",272.4462
"M00211","Inpatient",13482.748
"M00211","Outpatient",575.94397
"M00212","Inpatient",13346.475
"M00212","Outpatient",744.62036
"M00219","Inpatient",NA
"M00219","Outpatient",704.72302
"M00221","Inpatient",14072.06
"M00221","Outpatient",637.83112
"M00222","Inpatient",11547.021
"M00222","Outpatient",685.37622
"M00231","Inpatient",12194.423
"M00231","Outpatient",456.00916
"M00232","Inpatient",11136.711
"M00232","Outpatient",578.17456
"M00241","Inpatient",10860.313
"M00241","Outpatient",424.67844
"M00242","Inpatient",11198.956
"M00242","Outpatient",614.7467
"M00251","Inpatient",13732.347
"M00251","Outpatient",597.24408
"M00252","Inpatient",12650.286
"M00252","Outpatient",355.66904
"M00259","Inpatient",NA
"M00259","Outpatient",481.47552
"M00261","Inpatient",12728.736
"M00261","Outpatient",508.36456
"M00262","Inpatient",13317.393
"M00262","Outpatient",540.51166
"M00269","Inpatient",7575.25
"M00269","Outpatient",376.11911
"M00271","Inpatient",14487.128
"M00271","Outpatient",547.32196
"M00272","Inpatient",13386.633
"M00272","Outpatient",528.19348
"M0028","Inpatient",NA
"M0028","Outpatient",315.75641
"M0029","Inpatient",14763.402
"M0029","Outpatient",293.6969
"M0080","Inpatient",5125.8896
"M0080","Outpatient",311.237
"M00811","Inpatient",9393.5049
"M00811","Outpatient",789.08813
"M00812","Inpatient",9144.333
"M00812","Outpatient",919.70752
"M00819","Inpatient",3805.7742
"M00819","Outpatient",640.79211
"M00821","Inpatient",7473.666
"M00821","Outpatient",847.53278
"M00822","Inpatient",8344.1494
"M00822","Outpatient",980.90607
"M00829","Inpatient",3435.7861
"M00829","Outpatient",565.40405
"M00831","Inpatient",8218.7344
"M00831","Outpatient",859.81122
"M00832","Inpatient",8292.7881
"M00832","Outpatient",713.96045
"M00839","Inpatient",4666.2285
"M00839","Outpatient",315.33591
"M00841","Inpatient",7913.3203
"M00841","Outpatient",861.54089
"M00842","Inpatient",7919.8164
"M00842","Outpatient",915.90637
"M00849","Inpatient",2821.9866
"M00849","Outpatient",430.60986
"M00851","Inpatient",9112.0146
"M00851","Outpatient",532.01593
"M00852","Inpatient",9174.4697
"M00852","Outpatient",537.79352
"M00859","Inpatient",4652.6611
"M00859","Outpatient",327.16025
"M00861","Inpatient",9053.6104
"M00861","Outpatient",609.03351
"M00862","Inpatient",10495.447
"M00862","Outpatient",679.39893
"M00869","Inpatient",5012.9873
"M00869","Outpatient",390.7373
"M00871","Inpatient",9068.3779
"M00871","Outpatient",694.38629
"M00872","Inpatient",9194.0566
"M00872","Outpatient",714.27686
"M00879","Inpatient",5131.2808
"M00879","Outpatient",339.34869
"M0088","Inpatient",6817.9912
"M0088","Outpatient",512.45642
"M0089","Inpatient",8275.8701
"M0089","Outpatient",303.71921
"M009","Inpatient",8639.2129
"M009","Outpatient",691.38751
"M01X0","Inpatient",5164.5195
"M01X0","Outpatient",256.32269
"M01X11","Inpatient",3721.5059
"M01X11","Outpatient",429.66345
"M01X12","Inpatient",3866.0149
"M01X12","Outpatient",550.72473
"M01X19","Inpatient",1585.8208
"M01X19","Outpatient",330.52515
"M01X21","Inpatient",4224.9517
"M01X21","Outpatient",221.17197
"M01X22","Inpatient",2475.9014
"M01X22","Outpatient",695.89978
"M01X29","Inpatient",NA
"M01X29","Outpatient",150.6958
"M01X31","Inpatient",5681.3008
"M01X31","Outpatient",221.03468
"M01X32","Inpatient",5496.7422
"M01X32","Outpatient",296.65393
"M01X39","Inpatient",NA
"M01X39","Outpatient",201.74937
"M01X41","Inpatient",2250.3701
"M01X41","Outpatient",437.90292
"M01X42","Inpatient",2445.1274
"M01X42","Outpatient",233.76056
"M01X49","Inpatient",NA
"M01X49","Outpatient",188.56635
"M01X51","Inpatient",6256.25
"M01X51","Outpatient",253.7762
"M01X52","Inpatient",5754.375
"M01X52","Outpatient",388.47388
"M01X59","Inpatient",5670.0771
"M01X59","Outpatient",318.58615
"M01X61","Inpatient",5650.6157
"M01X61","Outpatient",280.78247
"M01X62","Inpatient",6381.8359
"M01X62","Outpatient",346.21948
"M01X69","Inpatient",4895.2539
"M01X69","Outpatient",248.88013
"M01X71","Inpatient",5464.4492
"M01X71","Outpatient",368.30139
"M01X72","Inpatient",4493.9609
"M01X72","Outpatient",449.02206
"M01X79","Inpatient",5511.0654
"M01X79","Outpatient",292.36191
"M01X8","Inpatient",6482.7827
"M01X8","Outpatient",412.38693
"M01X9","Inpatient",NA
"M01X9","Outpatient",783.44525
"M0200","Inpatient",NA
"M0200","Outpatient",376.4137
"M02011","Inpatient",NA
"M02011","Outpatient",931.86115
"M02051","Inpatient",NA
"M02051","Outpatient",211.20285
"M02061","Inpatient",6983.3589
"M02061","Outpatient",220.71904
"M02062","Inpatient",NA
"M02062","Outpatient",95.456497
"M0209","Inpatient",NA
"M0209","Outpatient",155.42969
"M0210","Inpatient",NA
"M0210","Outpatient",174.79314
"M02111","Inpatient",NA
"M02111","Outpatient",271.22137
"M02112","Inpatient",7649.4829
"M02112","Outpatient",303.89795
"M02151","Inpatient",6847.6328
"M02151","Outpatient",247.80646
"M02152","Inpatient",7268.5952
"M02152","Outpatient",187.1102
"M02159","Inpatient",NA
"M02159","Outpatient",47.891602
"M02161","Inpatient",5936.8052
"M02161","Outpatient",175.27443
"M02162","Inpatient",5775.1226
"M02162","Outpatient",195.34688
"M02169","Inpatient",NA
"M02169","Outpatient",90.82196
"M02171","Inpatient",NA
"M02171","Outpatient",137.72833
"M02172","Inpatient",NA
"M02172","Outpatient",91.626755
"M0219","Inpatient",NA
"M0219","Outpatient",382.85117
"M02211","Inpatient",NA
"M02211","Outpatient",99.837929
"M02252","Inpatient",NA
"M02252","Outpatient",132.05701
"M02261","Inpatient",NA
"M02261","Outpatient",154.35048
"M02262","Inpatient",NA
"M02262","Outpatient",108.34143
"M0229","Inpatient",NA
"M0229","Outpatient",738.60046
"M0230","Inpatient",7332.0293
"M0230","Outpatient",406.6662
"M02311","Inpatient",NA
"M02311","Outpatient",331.10599
"M02312","Inpatient",NA
"M02312","Outpatient",227.45412
"M02319","Inpatient",NA
"M02319","Outpatient",86.391792
"M02331","Inpatient",10995.641
"M02331","Outpatient",400.53244
"M02332","Inpatient",9216.1787
"M02332","Outpatient",506.30939
"M02339","Inpatient",NA
"M02339","Outpatient",122.23867
"M02341","Inpatient",6956.8179
"M02341","Outpatient",230.52684
"M02342","Inpatient",NA
"M02342","Outpatient",370.59329
"M02349","Inpatient",NA
"M02349","Outpatient",131.83649
"M02351","Inpatient",NA
"M02351","Outpatient",285.8981
"M02352","Inpatient",NA
"M02352","Outpatient",314.71118
"M02361","Inpatient",10627.949
"M02361","Outpatient",340.63394
"M02362","Inpatient",10221.799
"M02362","Outpatient",498.83813
"M02369","Inpatient",NA
"M02369","Outpatient",143.61017
"M02371","Inpatient",9621.6816
"M02371","Outpatient",348.28839
"M02372","Inpatient",9269.5332
"M02372","Outpatient",314.84177
"M02379","Inpatient",NA
"M02379","Outpatient",154.92438
"M0238","Inpatient",NA
"M0238","Outpatient",173.88083
"M0239","Inpatient",11109.339
"M0239","Outpatient",240.65608
"M0280","Inpatient",NA
"M0280","Outpatient",288.25433
"M02811","Inpatient",2712.4385
"M02811","Outpatient",224.12811
"M02812","Inpatient",4633.6782
"M02812","Outpatient",399.76117
"M02819","Inpatient",NA
"M02819","Outpatient",114.34174
"M02831","Inpatient",NA
"M02831","Outpatient",236.06888
"M02832","Inpatient",NA
"M02832","Outpatient",153.505
"M02841","Inpatient",NA
"M02841","Outpatient",171.63226
"M02842","Inpatient",NA
"M02842","Outpatient",154.45197
"M02849","Inpatient",NA
"M02849","Outpatient",379.25647
"M02851","Inpatient",NA
"M02851","Outpatient",246.62764
"M02852","Inpatient",NA
"M02852","Outpatient",323.69797
"M02861","Inpatient",6578.0039
"M02861","Outpatient",227.28264
"M02862","Inpatient",6360.2168
"M02862","Outpatient",424.49426
"M02869","Inpatient",NA
"M02869","Outpatient",289.61615
"M02871","Inpatient",NA
"M02871","Outpatient",250.57327
"M02872","Inpatient",NA
"M02872","Outpatient",337.9371
"M02879","Inpatient",NA
"M02879","Outpatient",163.17371
"M0289","Inpatient",NA
"M0289","Outpatient",147.60411
"M029","Inpatient",3662.8391
"M029","Outpatient",222.81982
"M041","Inpatient",9348.3408
"M041","Outpatient",368.31989
"M042","Inpatient",NA
"M042","Outpatient",1050.573
"M048","Inpatient",11927.664
"M048","Outpatient",578.7594
"M049","Inpatient",11668.702
"M049","Outpatient",260.47128
"M0500","Inpatient",7233.5542
"M0500","Outpatient",546.03717
"M05011","Inpatient",NA
"M05011","Outpatient",834.68549
"M05012","Inpatient",NA
"M05012","Outpatient",137.49518
"M05022","Inpatient",NA
"M05022","Outpatient",188.10124
"M05031","Inpatient",NA
"M05031","Outpatient",736.44849
"M05041","Inpatient",NA
"M05041","Outpatient",756.82031
"M05042","Inpatient",NA
"M05042","Outpatient",826.63458
"M05049","Inpatient",NA
"M05049","Outpatient",156.67941
"M05061","Inpatient",NA
"M05061","Outpatient",580.67865
"M05062","Inpatient",NA
"M05062","Outpatient",290.29953
"M05069","Inpatient",NA
"M05069","Outpatient",707.00568
"M05071","Inpatient",NA
"M05071","Outpatient",128.04137
"M05072","Inpatient",NA
"M05072","Outpatient",548.3241
"M05079","Inpatient",NA
"M05079","Outpatient",849.12921
"M0509","Inpatient",8147.8848
"M0509","Outpatient",851.21167
"M0510","Inpatient",15033.45
"M0510","Outpatient",484.97345
"M05111","Inpatient",NA
"M05111","Outpatient",88.854294
"M05112","Inpatient",NA
"M05112","Outpatient",175.83876
"M05119","Inpatient",NA
"M05119","Outpatient",280.71045
"M05122","Inpatient",NA
"M05122","Outpatient",246.30615
"M05129","Inpatient",NA
"M05129","Outpatient",207.78
"M05131","Inpatient",NA
"M05131","Outpatient",1842.7065
"M05132","Inpatient",NA
"M05132","Outpatient",1177.3591
"M05139","Inpatient",NA
"M05139","Outpatient",525.37958
"M05141","Inpatient",9764.7217
"M05141","Outpatient",1227.96
"M05142","Inpatient",11466.498
"M05142","Outpatient",694.4516
"M05149","Inpatient",7430.4907
"M05149","Outpatient",859.82843
"M05151","Inpatient",NA
"M05151","Outpatient",172.74817
"M05159","Inpatient",NA
"M05159","Outpatient",95.084442
"M05161","Inpatient",NA
"M05161","Outpatient",606.14886
"M05162","Inpatient",NA
"M05162","Outpatient",204.72205
"M05169","Inpatient",NA
"M05169","Outpatient",985.32416
"M05171","Inpatient",NA
"M05171","Outpatient",589.73572
"M05172","Inpatient",NA
"M05172","Outpatient",667.61578
"M05179","Inpatient",NA
"M05179","Outpatient",257.09232
"M0519","Inpatient",15082.669
"M0519","Outpatient",1166.785
"M0520","Inpatient",8743.5625
"M0520","Outpatient",907.36499
"M05211","Inpatient",NA
"M05211","Outpatient",1012.4851
"M05212","Inpatient",NA
"M05212","Outpatient",602.70685
"M05219","Inpatient",NA
"M05219","Outpatient",217.30666
"M05231","Inpatient",NA
"M05231","Outpatient",517.63617
"M05232","Inpatient",NA
"M05232","Outpatient",514.16089
"M05239","Inpatient",NA
"M05239","Outpatient",377.72369
"M05241","Inpatient",NA
"M05241","Outpatient",288.62244
"M05242","Inpatient",NA
"M05242","Outpatient",408.4917
"M05249","Inpatient",NA
"M05249","Outpatient",1161.8517
"M05251","Inpatient",NA
"M05251","Outpatient",92.509781
"M05261","Inpatient",NA
"M05261","Outpatient",1077.7172
"M05262","Inpatient",NA
"M05262","Outpatient",741.7016
"M05269","Inpatient",NA
